"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058"
2006,"Alagoinha do Piauí","Piauí",2243,NA,1695,298,12,NA,NA,119183.2,119183.2,NA,120308.55,33188.66,0,0,6582.01,NA,NA,NA,NA,NA,NA
2002,"Buriti dos Lopes","Piauí",6472,NA,9300,NA,NA,NA,NA,270999.92,270999.92,NA,323157.97,25992.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Matias Olímpio","Piauí",3916,NA,4600,588,183,NA,NA,195032.55,195032.55,NA,185050.18,79710.68,0,0,0,NA,NA,NA,NA,NA,NA
2006,"Monte Alegre do Piauí","Piauí",2954,NA,2823,149,139,NA,NA,187628.38,187628.38,NA,186772.17,40918.17,0,0,0,NA,NA,NA,NA,NA,NA
2004,"Palmeirais","Piauí",7708,NA,4550,433,79,NA,NA,187760,187760,NA,205060.2,34194,0,0,0,NA,NA,NA,NA,NA,NA
2006,"Rio Grande do Piauí","Piauí",4012,NA,4126,300,297,NA,NA,227412.65,227412.65,NA,246136.86,128866.43,0,0,876.66,NA,NA,NA,NA,NA,NA
1999,"Codó","Maranhão",75000,NA,63368,8378,NA,NA,NA,1002524.84,908056.07,94468.77,1335955.05,236546.77,29402.57,5209.01,34611.58,NA,NA,NA,NA,NA,NA
2001,"Colinas","Maranhão",15851,NA,21284,922,NA,NA,NA,291504,291504,NA,262354,62040,103784,0,103784,NA,NA,NA,NA,NA,NA
2022,"Crisópolis","Bahia",8455,NA,NA,394.57,239.93,NA,NA,2256839.9,2256839.9,NA,2270031.12,124877.71,129659.15,4840.86,146310.26,0,0,0,0,0,0
2022,"Ibiassucê","Bahia",5698,NA,NA,366.62,301.04,NA,NA,1827756.42,1827756.42,NA,1667793.58,138407.62,157185.68,4687.58,171884.48,0,0,0,0,0,0
2022,"Planaltino","Bahia",3308,NA,NA,145.59,283.45,NA,NA,820506.67,820506.67,NA,835066.03,196837.37,5576404.46,1531.68,5864790.69,0,0,0,0,0,0
2022,"Araguanã","Maranhão",1907,NA,NA,204.31,186.3,NA,NA,200108.36,200108.36,NA,124379.1,142744.87,4921.33,0,5954.49,0,0,0,0,0,0
2022,"Santa Luzia","Maranhão",24084,NA,NA,2726.04,1877.97,NA,NA,3547173.52,3547173.52,NA,2256462.78,1288625.61,65663.7,0,79448.77,0,0,0,0,0,0
2019,"Antônio Gonçalves","Bahia",8936,NA,6194,371.15,2533.69,NA,NA,1492679.01,1492679.01,NA,1485433.65,126650.26,0,0,0,NA,NA,NA,NA,NA,NA
2020,"Aracatu","Bahia",3738,NA,3738,311.8,843.09,NA,NA,1359303.26,1359303.26,NA,1319633.34,226822.43,1461792.02,0,1478035.77,NA,NA,NA,NA,NA,NA
2017,"Barro Alto","Bahia",8217,NA,7503,390.56,1318.5,NA,NA,1192379.84,1192379.84,NA,1124689.15,303800.11,0,0,0,NA,NA,NA,0,0,0
2020,"Belo Campo","Bahia",9642,NA,9642,0.01,18.53,NA,NA,1057290.82,1057290.82,NA,1061767.76,15780.27,153823.33,0,174099.26,NA,NA,NA,NA,NA,NA
2018,"Bom Jesus da Serra","Bahia",4155,NA,2721,0,13,NA,NA,688806.39,688806.39,NA,685381.05,6500.02,0,0,0,NA,NA,NA,0,0,0
2020,"Cipó","Bahia",12365,NA,12431,726.82,365.84,NA,NA,3045892.53,3045892.53,NA,3322822.23,113282.56,84175.6,0,116980.2,NA,NA,NA,NA,NA,NA
2017,"Floresta Azul","Bahia",8529,NA,7745,739.32,334.02,NA,NA,1283172.46,1283172.46,NA,1136231.49,88967.04,0,0,0,NA,NA,NA,0,0,0
2021,"Gavião","Bahia",2622,NA,2458,142.63,107.07,NA,NA,759655.44,759655.44,NA,953697.29,69904.3,57815.85,303.26,62476.99,0,0,0,0,0,0
2018,"Iraquara","Bahia",8334,NA,7457,338.03,189,NA,NA,1309922.91,1309922.91,NA,1308094.95,75794.74,0,0,0,NA,NA,NA,0,0,0
2021,"Irará","Bahia",35948,NA,11999,1174.26,NA,0,0,2725987.09,2725987.09,0,2659304.79,585877.6,193574.34,0,194217.75,0,0,0,50000,0,50000
2018,"Jaguaripe","Bahia",10872,NA,5980,538.83,188,NA,NA,1825517.8,1825517.8,NA,1824253.42,80487.39,214030.93,0,258859.65,NA,NA,NA,0,0,0
2020,"Jandaíra","Bahia",6347,NA,6382,235.5,345.56,NA,NA,922165.72,922165.72,NA,937307.5,154688.18,113676.46,0,128048.31,NA,NA,NA,NA,NA,NA
2018,"Jandaíra","Bahia",5788,NA,6361,204.09,322,NA,NA,791145.57,791145.57,NA,794231.24,130902.25,71492.46,0,71492.46,NA,NA,NA,0,0,0
2019,"João Dourado","Bahia",22532,NA,15157,1073.85,5936.99,NA,NA,4002981.5,4002981.5,NA,3959553.39,1823694.63,73042.9,0,73042.9,NA,NA,NA,NA,NA,NA
2017,"Lajedo do Tabocal","Bahia",4378,NA,5509,353.68,537.84,NA,NA,603338.68,603338.68,NA,568669.72,187368.87,0,0,0,NA,NA,NA,0,0,0
2019,"Manoel Vitorino","Bahia",7241,NA,6772,254.37,0,NA,NA,1305473.51,1305473.51,NA,1281085.94,204689.78,0,0,0,NA,NA,NA,NA,NA,NA
2021,"Muniz Ferreira","Bahia",3942,NA,3462,176.9,202.03,NA,NA,810671.51,810671.51,NA,816715.52,76723,3730.8,30.84,8584.35,0,0,0,0,0,0
2020,"Muniz Ferreira","Bahia",3912,NA,3452,188.99,104.82,NA,NA,769555.39,769555.39,NA,809413.5,51873.67,27819.53,0,39344.05,NA,NA,NA,NA,NA,NA
2020,"Nova Ibiá","Bahia",2765,NA,2767,131.76,7.76,NA,NA,572889.67,572889.67,NA,653730.98,4579.43,7623.67,0,16191.66,NA,NA,NA,NA,NA,NA
2019,"Pé de Serra","Bahia",8958,NA,5109,384.38,218.68,NA,NA,1601221.16,1601221.16,NA,1530792.21,164952.01,54462,0,54462,NA,NA,NA,NA,NA,NA
2019,"Pindaí","Bahia",4623,NA,4494,272.2,31.89,NA,NA,1115685.67,1115685.67,NA,1134547.67,44092.12,732775.13,0,732775.13,NA,NA,NA,NA,NA,NA
2020,"Salinas da Margarida","Bahia",15748,NA,7026,740.85,3277.15,NA,NA,3692238.9,3692238.9,NA,3810616.41,80894.42,103245.67,0,154597.65,NA,NA,NA,NA,NA,NA
2017,"Santa Cruz da Vitória","Bahia",5738,NA,5095,0,580.44,NA,NA,800218.56,800218.56,NA,797633.08,56406.81,0,0,0,NA,NA,NA,0,0,0
2017,"São Domingos","Bahia",8883,NA,6030,301.83,164.34,NA,NA,1533184.11,1533184.11,NA,1506262.33,42045.35,0,0,0,NA,NA,NA,0,0,0
2021,"São Miguel das Matas","Bahia",3779,NA,3786,158.72,262.07,NA,NA,914408.73,914408.73,NA,925057.96,143508.1,1071120.07,36.36,1076738.4,0,0,0,0,0,0
2018,"Seabra","Bahia",25136,NA,21317,801.87,1350,NA,NA,4308397.47,4308397.47,NA,4261784.88,513405.72,764237.46,0,902695.77,NA,NA,NA,0,0,0
2021,"Serra Dourada","Bahia",7438,NA,5720,660.43,137.11,NA,NA,2429843.56,2429843.56,NA,2420391.04,446469.82,252060.67,201357.77,512323.14,0,0,0,0,0,0
2017,"Teolândia","Bahia",5547,NA,5246,212.19,159.93,NA,NA,795912.05,795912.05,NA,748342.62,57930.01,0,0,0,NA,NA,NA,0,0,0
2018,"Alcântara","Maranhão",6266,NA,6467,1276.54,408.5,NA,NA,1110036.92,1110036.92,NA,830104.89,288190.44,0,0,0,0,0,0,0,0,0
2021,"Araguanã","Maranhão",1780,NA,6032,212.91,116.52,NA,NA,176225.02,176225.02,NA,123019.51,82325.28,1647.31,0,3192.67,NA,NA,NA,NA,NA,NA
2021,"Cidelândia","Maranhão",5965,NA,6554,978.44,249.45,NA,NA,1134745.01,1134745.01,NA,775808.51,168429.07,7570.31,0,14672.09,NA,NA,NA,NA,NA,NA
2019,"Colinas","Maranhão",18026,NA,26912,2393.33,1869.44,NA,NA,3190503.91,3190503.91,NA,2929811.49,1035681.69,153246.83,0,153246.83,0,0,0,0,0,0
2018,"Gonçalves Dias","Maranhão",6834,NA,7966,873.23,443.74,NA,NA,1064132.89,1064132.89,NA,1092057.5,287364.47,0,0,0,0,0,0,0,0,0
2021,"Mirinzal","Maranhão",2285,NA,9565,428.1,188.71,NA,NA,458917.4,458917.4,NA,424214.45,126309.62,3312.26,0,6419.52,NA,NA,NA,NA,NA,NA
2019,"Pastos Bons","Maranhão",17300,NA,13264,890,NA,NA,NA,1566706.12,1566706.12,NA,1566706.12,943099.4,0,0,0,0,0,0,0,0,0
2021,"Paulo Ramos","Maranhão",1628,NA,11371,450.35,576,NA,NA,251557.63,251557.63,NA,125636.62,362217.1,6014.45,0,11656.66,NA,NA,NA,NA,NA,NA
2017,"Paulo Ramos","Maranhão",4677,NA,11137,742.95,506.05,NA,NA,497692.77,497692.77,NA,208434.74,267856.77,0,0,0,0,0,0,0,0,0
2021,"Penalva","Maranhão",4657,NA,18879,925.87,368.73,NA,NA,725415.12,725415.12,NA,413900.07,248695.59,24522.47,0,31242.68,NA,NA,NA,NA,NA,NA
2021,"Pinheiro","Maranhão",21340,NA,50054,3577.26,1473.55,NA,NA,4289881.26,4289881.26,NA,3165939.19,739554.31,62091.83,0,88056.53,NA,NA,NA,NA,NA,NA
2017,"Pinheiro","Maranhão",23163,NA,48992,3669.72,1373.53,NA,NA,3921291.67,3921291.67,NA,3127831.74,550345.49,0,0,0,0,0,0,0,0,0
2021,"Pio XII","Maranhão",11292,NA,12039,1110.36,573.43,NA,NA,1535493.52,1535493.52,NA,1155395.71,358620.95,8590.99,0,16650.28,NA,NA,NA,NA,NA,NA
2017,"Campo Maior","Piauí",46082,NA,34193,4151.07,NA,NA,NA,7763432.91,7763432.91,NA,7763432.91,1151887.16,790255.2,0,1098619.2,0,0,0,0,0,0
2017,"Caridade do Piauí","Piauí",1966,NA,1630,124.35,544.9,NA,NA,265293.31,265293.31,NA,238947.06,239915.83,0,0,919.83,0,0,0,0,0,0
2021,"Curimatá","Piauí",9619,NA,7545,468.66,268.81,NA,NA,1886331.86,1886331.86,NA,1865126.54,233871.05,0,0,28697.62,0,0,0,0,0,0
2017,"Itaueira","Piauí",7979,NA,6042,765.47,615.29,NA,NA,1222811.76,1222811.76,NA,1325902.19,272065.17,0,0,4295.48,0,0,0,0,0,0
2020,"Jacobina do Piauí","Piauí",2895,NA,1025,155.74,8.07,NA,NA,449977.21,449977.21,NA,487964.31,6893.6,0,0,3221.26,0,0,0,0,0,0
2020,"Jerumenha","Piauí",3571,NA,2501,221.42,210.34,NA,NA,664804.07,664804.07,NA,672741.55,182266.14,0,0,3168.07,0,0,0,0,0,0
2017,"Nazária","Piauí",2063,NA,1725,327.28,172.43,NA,NA,331728.84,331728.84,NA,200734.51,109739.16,0,0,1135.65,0,0,0,0,0,0
2017,"Passagem Franca do Piauí","Piauí",2712,NA,2457,203.82,47.47,NA,NA,415502.96,415502.96,NA,376816.35,28053.93,0,0,1453.3,0,0,0,0,0,0
2021,"São Gonçalo do Piauí","Piauí",4656,NA,3510,288.41,166.51,NA,NA,827140.35,827140.35,NA,782025.16,152005.78,0,0,12032.57,0,0,0,0,0,0
2020,"São João da Canabrava","Piauí",2418,NA,1280,203.46,92.43,NA,NA,421204.64,421204.64,NA,378674.87,77127.79,0,0,2124.24,0,0,0,0,0,0
2020,"São João da Serra","Piauí",4928,NA,3427,412.33,161.71,NA,NA,837298.54,837298.54,NA,908950.47,131825.56,0,0,5205.88,0,0,0,0,0,0
2021,"São José do Peixe","Piauí",2645,NA,1908,260.6,50.25,NA,NA,627984.72,627984.72,NA,559472.58,55037.84,0,0,8608.28,0,0,0,0,0,0
2012,"Anagé","Bahia",6663,NA,3838,304.3,238.94,NA,NA,734893.71,734893.71,NA,674586.8,48713.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Aracatu","Bahia",6038,NA,4018,309.92,791.85,NA,NA,901091.63,901091.63,NA,879227.89,186677.19,82806.03,58069.54,179892.28,NA,NA,NA,19477.03,0,19477.03
2012,"Arataca","Bahia",5845,NA,5542,281.53,99.38,NA,NA,530881.04,530881.04,NA,538455.84,25439.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Barra do Mendes","Bahia",10139,NA,6223,419.3,1080.51,NA,NA,957763.35,957763.35,NA,1062474.01,11018.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Bom Jesus da Serra","Bahia",4131,NA,2913,166.86,83.59,NA,NA,433421.5,433421.5,NA,420924.13,12069.01,2031.63,0,7758.8,NA,NA,NA,NA,NA,NA
2012,"Caetanos","Bahia",3833,NA,3602,53.96,NA,NA,NA,168321.6,168321.6,NA,149753.8,112.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Crisópolis","Bahia",9312,NA,9323,351.77,271.63,NA,NA,1326572.89,1326572.89,NA,1316078.23,77451.03,23759.31,525.09,28327.77,NA,NA,NA,0,0,0
2012,"Dário Meira","Bahia",5772,NA,4845,268.21,152.89,NA,NA,523078.24,523078.24,NA,441217.86,32489.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Elísio Medrado","Bahia",3784,NA,3453,155.86,307.41,NA,NA,609300.31,609300.31,NA,628697.13,79319.68,14652.1,8143.63,28754.88,NA,NA,NA,0,0,0
2013,"Firmino Alves","Bahia",4008,NA,4627,179.29,18.76,NA,NA,496267.72,496267.72,NA,438379.31,1775.77,31383.95,0,38064.86,NA,NA,NA,NA,NA,NA
2016,"Formosa do Rio Preto","Bahia",15729,NA,15539,719.37,310.54,NA,NA,2244458.62,2244458.62,NA,2221749.6,99468.65,112212.55,590.57,131062.15,NA,NA,NA,102735.48,0,102735.48
2015,"Ibipitanga","Bahia",8256,NA,5564,308.76,502.3,NA,NA,913042.54,913042.54,NA,932588.28,1481.2,8323.78,9412.8,22567.74,NA,NA,NA,0,0,0
2016,"Ibirapitanga","Bahia",11749,NA,6610,621.66,424.54,NA,NA,1640553.79,1640553.79,NA,1621078.14,111620.73,23626.37,1495.6,29574.14,NA,NA,NA,11174.88,0,11174.88
2014,"Igrapiúna","Bahia",4425,NA,4649,251.3,105.11,NA,NA,515187.16,515187.16,NA,584625.16,21689.58,33436.94,0,37195.55,NA,NA,NA,NA,NA,NA
2016,"Irajuba","Bahia",4146,NA,3504,0,485.14,NA,NA,415516.6,415516.6,NA,420146.06,157948.77,2581.49,2367.1,6411.7,NA,NA,NA,0,0,0
2014,"Iraquara","Bahia",7877,NA,7388,287.03,228.63,NA,NA,938354.14,938354.14,NA,969583.09,59999.17,19559.69,0,21758.38,NA,NA,NA,NA,NA,NA
2016,"Itamari","Bahia",5481,NA,6276,288.36,91.6,NA,NA,686314.98,686314.98,NA,607057.31,32465.16,14152.93,444.73,17064.69,NA,NA,NA,0,0,0
2013,"Lagoa Real","Bahia",4043,NA,3132,136,70.87,NA,NA,454886.62,454886.62,NA,474829.54,19945.89,602.37,0,4396.05,NA,NA,NA,NA,NA,NA
2013,"Macarani","Bahia",14697,NA,14697,993.38,654.75,NA,NA,1309225.96,1309225.96,NA,1310137.93,146508.99,131873.17,0,131873.17,0,0,0,0,0,0
2013,"Maetinga","Bahia",4215,NA,2390,175.32,259.41,NA,NA,455500.92,455500.92,NA,490805.84,84160.83,1831.43,0,7552.1,NA,NA,NA,NA,NA,NA
2012,"Malhada","Bahia",9811,NA,6577,376.76,203.09,NA,NA,978372.31,978372.31,NA,1014394.21,75364.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Medeiros Neto","Bahia",18482,NA,18487,899.09,597.71,NA,NA,2724199.49,2724199.49,NA,2625129.54,123846.71,4374.22,0,30935.1,NA,NA,NA,NA,NA,NA
2013,"Mirante","Bahia",2570,NA,1768,81.31,56.01,NA,NA,246136.34,246136.34,NA,248474.37,14359.15,1997.4,0,5836.41,NA,NA,NA,NA,NA,NA
2015,"Oliveira dos Brejinhos","Bahia",6858,NA,6868,357,0,NA,NA,503400.82,503400.82,NA,503400.82,1467.4,0,0,0,0,0,0,0,0,0
2014,"Piripá","Bahia",6278,NA,6035,240.72,66.87,NA,NA,592916.15,592916.15,NA,616108.47,21814.9,257913.09,0,286904.84,NA,NA,NA,NA,NA,NA
2012,"Santana","Bahia",19245,NA,13612,813.49,2770.08,NA,NA,2066213.66,2066213.66,NA,2106406.79,596212.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Santa Teresinha","Bahia",7613,NA,2543,396.65,712.71,NA,NA,1060675.45,1060675.45,NA,1095475.39,90510.54,681196.91,0,757769.58,NA,NA,NA,NA,NA,NA
2013,"São José da Vitória","Bahia",5565,NA,5602,284.94,NA,NA,NA,455349.91,455349.91,NA,434761.94,18473.67,1093.9,0,8677.65,NA,NA,NA,NA,NA,NA
2013,"Seabra","Bahia",24666,NA,21716,863.5,1385.61,NA,NA,2878092.5,2878092.5,NA,2926728.26,347473.71,9916.62,0,40547.4,NA,NA,NA,NA,NA,NA
2015,"Teodoro Sampaio","Bahia",6915,NA,6436,253.57,440.69,NA,NA,782459.27,782459.27,NA,817196.45,164985.68,537.67,608.01,1457.75,NA,NA,NA,0,0,0
2013,"Ubatã","Bahia",21335,NA,19608,893.54,272.41,NA,NA,2346341.87,2346341.87,NA,2307861.63,61310.09,29133.98,0,56499.38,NA,NA,NA,NA,NA,NA
2014,"Utinga","Bahia",14345,NA,13738,463.72,329.57,NA,NA,1650124.19,1650124.19,NA,1684697.88,65301.92,42392.55,0,47157.85,NA,NA,NA,NA,NA,NA
2013,"Fortuna","Maranhão",8699,NA,9576,1159.54,818.69,NA,NA,808011.27,808011.27,NA,620084.67,358890.79,0,0,0,0,0,0,0,0,0
2015,"Itapecuru Mirim","Maranhão",39730,NA,37081,5045.35,2095.32,NA,NA,4418931.92,4418931.92,NA,4168791.06,618503.46,0,0,0,0,0,0,0,0,0
2014,"Maranhãozinho","Maranhão",2228,NA,9866,296.46,245.16,NA,NA,220.13,220.13,NA,220.13,96644.56,0,0,0,0,0,0,0,0,0
2015,"Primeira Cruz","Maranhão",790,NA,4585,26.98,38.41,NA,NA,0,0,NA,0,19176.77,206300.13,0,206300.13,0,0,0,0,0,0
2014,"São João dos Patos","Maranhão",20860,NA,20863,2852.78,1943.24,NA,NA,2708912.51,2708912.51,NA,2790621.46,600636.01,0,0,107986.56,0,0,0,0,0,0
2013,"Timbiras","Maranhão",16388,NA,17703,1642.38,717.68,NA,NA,1202206.79,1202206.79,NA,1129456.35,166924.49,601031.29,0,601031.29,0,0,0,0,0,0
2014,"Trizidela do Vale","Maranhão",17700,NA,17701,1125.3,1062.72,NA,NA,1807766.73,1807766.73,NA,1723008.71,305284.83,0,0,0,0,0,0,0,0,0
2013,"Antônio Almeida","Piauí",2211,NA,2261,226.15,55.74,NA,NA,340464.73,340464.73,NA,390882.22,23373.99,0,0,0,0,0,0,0,0,0
2013,"Cabeceiras do Piauí","Piauí",1662,NA,1706,306.7,222.77,NA,NA,253239.56,253239.56,NA,283254.33,85807.83,0,0,0,0,0,0,0,0,0
2016,"Itaueira","Piauí",8069,NA,6038,506.28,702.26,NA,NA,778289.03,778289.03,NA,1096615.37,280656.45,0,0,0,0,0,0,0,0,0
2015,"Jacobina do Piauí","Piauí",2608,NA,1017,166.92,264,NA,NA,244791.62,244791.62,NA,287475.88,122513.78,0,0,0,NA,NA,NA,0,0,0
2014,"Nova Santa Rita","Piauí",698,NA,719,78.84,57.03,NA,NA,129223.67,129223.67,NA,119733.64,25023.13,0,0,0,NA,NA,NA,0,0,0
2014,"Santa Cruz do Piauí","Piauí",4059,NA,4129,339.45,250.79,NA,NA,553422.63,553422.63,NA,583083.42,124324.7,0,0,0,NA,NA,NA,0,0,0
2014,"Santo Antônio dos Milagres","Piauí",818,NA,827,76.65,38.2,NA,NA,114372.55,114372.55,NA,175784.29,17391.63,0,0,0,NA,NA,NA,0,0,0
2012,"São José do Peixe","Piauí",1828,NA,1880,156.65,38.51,NA,NA,298555.77,298555.77,NA,389612.05,19744.98,0,0,0,0,0,0,0,0,0
2014,"Sebastião Leal","Piauí",1913,NA,1961,157.83,64.71,NA,NA,186280.16,186280.16,NA,186369.06,29139.39,0,0,0,NA,NA,NA,0,0,0
2014,"Uruçuí","Piauí",15742,NA,16084,1804.51,767.83,NA,NA,2293908.4,2293908.4,NA,2296642.13,374880.56,0,0,3887.29,NA,NA,NA,0,0,0
2011,"Buerarema","Bahia",14848,NA,15245,701.32,0,NA,NA,1276807,1276807,NA,1444464,54358,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Candiba","Bahia",6821,NA,6821,568.09,69.38,NA,NA,557240.98,557240.98,NA,602614.77,64398.31,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Caraíbas","Bahia",2947,NA,1964,114.59,172.59,NA,NA,198491.53,198491.53,NA,276009.77,13019.07,1000,0,1000,NA,NA,NA,NA,NA,NA
2008,"Coaraci","Bahia",19627,NA,20639,1010.09,382.77,NA,NA,1275016.52,1275016.52,NA,1373749.36,74597.83,0,0,0,NA,NA,NA,NA,NA,NA
2007,"Coaraci","Bahia",19329,NA,20596,972.31,333.86,NA,NA,1142533.49,1142533.49,NA,1233517.32,84168.08,0,0,0,NA,NA,NA,NA,NA,NA
2011,"Condeúba","Bahia",9068,NA,7437,355.83,405.52,NA,NA,847198,847198,NA,892533,77696,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Coribe","Bahia",12806,NA,5756,1300,325,NA,NA,640655.72,640655.72,NA,601927.48,62000,41642.3,0,41642.3,NA,NA,NA,NA,NA,NA
2007,"Fátima","Bahia",6782,NA,6782,476.65,1757.45,NA,NA,453483.59,453483.59,NA,464023.5,67226.92,0,0,0,NA,NA,NA,NA,NA,NA
2010,"Filadélfia","Bahia",10926,NA,9022,528.65,484.06,NA,NA,777868,777868,NA,845217,264180,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Inhambupe","Bahia",19749,NA,14839,963.58,1542.52,NA,NA,1224665.15,1224665.15,NA,1310679.98,112518.73,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Iraquara","Bahia",6574,NA,5946,283.39,172.06,NA,NA,403000.29,403000.29,NA,410658.52,51967.05,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Itambé","Bahia",21954,NA,23428,967.53,484.98,NA,NA,1579000.38,1579000.38,NA,1712435.13,83355.8,NA,NA,NA,0,0,0,0,0,0
2011,"Lapão","Bahia",24322,NA,10078,984.32,36.58,NA,NA,1805432,1805432,NA,1919533,334670,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Macajuba","Bahia",9055,NA,6862,439.38,0.49,NA,NA,749269,749269,NA,788310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Mairi","Bahia",11726,NA,11115,386.73,771.25,NA,NA,859464,859464,NA,982294,92165,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Manoel Vitorino","Bahia",6160,NA,7359,287.25,518.53,NA,NA,426332,426332,NA,530918,142621,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Miguel Calmon","Bahia",17770,NA,16293,858.92,18.87,NA,NA,1210281.15,1210281.15,NA,1217398.21,148047,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Nilo Peçanha","Bahia",3166,NA,3191,139.74,14.85,NA,NA,293903.29,293903.29,NA,236933.97,5638.69,NA,NA,NA,0,0,0,0,0,0
2008,"Paramirim","Bahia",17211,NA,9352,864.96,1934.36,NA,NA,1319637.75,1319637.75,NA,1334358.7,282561.99,0,0,0,NA,NA,NA,NA,NA,NA
2011,"Pé de Serra","Bahia",9048,NA,5165,295.4,209.03,NA,NA,562787,562787,NA,603544,49553,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Piritiba","Bahia",19266,NA,16435,778.37,2631.64,NA,NA,1242642.03,1242642.03,NA,1131605.14,286089.17,NA,NA,NA,0,0,0,0,0,0
2011,"Presidente Dutra","Bahia",13779,NA,9075,660.4,94.71,NA,NA,1242457,1242457,NA,1324478,294751,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Rio Real","Bahia",26252,NA,23310,1231.76,1638.95,NA,NA,2023695,2023695,NA,2220865,315184,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Santa Luzia","Bahia",8888,NA,8631,369.32,218.84,NA,NA,577272.23,577272.23,NA,534444.87,45464.32,NA,NA,NA,0,0,0,0,0,0
2008,"Santa Maria da Vitória","Bahia",41544,NA,23824,1622.7,728.41,NA,NA,2784461.01,2784461.01,NA,2843345.52,142404.68,578739.06,0,578739.06,NA,NA,NA,NA,NA,NA
2007,"Sapeaçu","Bahia",8100,NA,8100,250.54,45.34,NA,NA,486873.74,486873.74,NA,517129.43,94635.65,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Serra Dourada","Bahia",6373,NA,5931,302.9,85.34,NA,NA,359916.66,359916.66,NA,364431.12,33823.44,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Tanhaçu","Bahia",8361,NA,8179,409.28,136.8,NA,NA,651073.04,651073.04,NA,606473.25,31107.55,219000,0,219000,NA,NA,NA,NA,NA,NA
2008,"Tanque Novo","Bahia",8821,NA,6609,468.4,56.43,NA,NA,482355.67,482355.67,NA,518809.34,56242.55,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Teofilândia","Bahia",13246,NA,6294,650.94,76.83,NA,NA,554024.09,554024.09,NA,533495.39,323645.52,0,0,0,NA,NA,NA,NA,NA,NA
2007,"Teolândia","Bahia",3551,NA,4125,144.35,89.86,NA,NA,213507.58,213507.58,NA,212076.4,28313.2,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Uauá","Bahia",12406,NA,10317,620.87,8.82,NA,NA,780035.54,780035.54,NA,848030.2,187088.79,0,0,0,NA,NA,NA,NA,NA,NA
2007,"Uibaí","Bahia",12686,NA,8068,610.26,NA,NA,NA,619981.63,619981.63,NA,685303.1,274595.86,0,0,0,NA,NA,NA,NA,NA,NA
2011,"Alto Alegre do Pindaré","Maranhão",8296,NA,9851,675.36,382.69,NA,NA,427463.04,427463.04,NA,488492.2,186970.05,0,0,0,0,0,0,0,0,0
2007,"Bernardo do Mearim","Maranhão",2246,NA,2028,239,58,NA,NA,51385.84,51385.84,NA,43411.5,10072,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Buriticupu","Maranhão",5582,NA,32837,700.25,2168.97,NA,NA,379012.53,379012.53,NA,390609.01,822699.85,0,0,0,NA,NA,NA,NA,NA,NA
2008,"Cajapió","Maranhão",1483,NA,3360,173.29,15.87,NA,NA,68943.06,68943.06,NA,84749.64,5412.49,6650.91,0,9968.95,NA,NA,NA,NA,NA,NA
2007,"Cândido Mendes","Maranhão",5112,NA,11098,334,102.7,NA,NA,98899.52,98899.52,NA,98337.04,82781,177449,0,177449,NA,NA,NA,NA,NA,NA
2009,"Conceição do Lago-Açu","Maranhão",4271,NA,6908,365,595.39,NA,NA,163747.06,163747.06,NA,203091.84,225835.09,0,0,0,NA,NA,NA,NA,NA,NA
2010,"Gonçalves Dias","Maranhão",6240,NA,7770,875.16,608.34,NA,NA,348290.66,348290.66,NA,369273.28,648087.49,0,0,0,NA,NA,NA,NA,NA,NA
2009,"Governador Eugênio Barros","Maranhão",4410,NA,4552,300,349.32,NA,NA,0,0,NA,5059.59,132499.55,0,0,0,NA,NA,NA,NA,NA,NA
2008,"João Lisboa","Maranhão",11907,NA,15260,1455.73,875.3,NA,NA,543965.7,543965.7,NA,668680.75,298520.99,52476.14,0,78655.77,NA,NA,NA,NA,NA,NA
