"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058","nat_jur"
2014,"Camamu","BA",19934,1797,16125,979.75,615.4,49.06,8.71,2424933.31,2369818.36,55114.95,2323870.09,105479.99,637809.45,130042.74,854165.69,NA,NA,NA,NA,NA,NA,""
2019,"Camamu","BA",19855,2288,15678,1019.08,837.45,66.34,11.9,3695917.81,3535015.03,160902.78,3802317.06,205277.21,69892.51,23695.38,93587.89,NA,NA,NA,NA,NA,NA,""
2021,"Camamu","BA",19549,2219,15735,1043.82,869.35,69.49,10.5,4130252,3925682.9,204569.1,4360961.85,278501.85,220654.21,125954.59,389281.63,0,0,0,0,0,0,""
2009,"Camamu","BA",18027,1178,13688,990.65,828.82,30.38,6.18,1229374.12,1210588.1,18786.02,1284348.83,131754.95,NA,NA,NA,0,0,0,0,0,0,""
2020,"Camamu","BA",19659,2257,15708,1048.02,832.18,67.1,13.58,3975911.59,3783913.28,191998.31,4105742.31,207279.29,380021.39,97760.4,539424.08,NA,NA,NA,NA,NA,NA,""
2016,"Camamu","BA",19774,1797,16223,971.21,528.04,54.31,10.09,2990635.49,2913371.46,77264.03,2885581.49,141009.32,15643.98,4422.93,24536.18,NA,NA,NA,0,0,0,""
2012,"Camamu","BA",19671,1663,15701,1036.23,517,46.97,8.08,1917873.2,1874919.3,42953.9,1946974.49,122667.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2017,"Camamu","BA",19337,1896,16268,1030.9,656.83,54.9,10.91,3153302.29,3062441.04,90861.25,3286969.3,130041.64,0,0,0,NA,NA,NA,0,0,0,""
2015,"Camamu","BA",19832,1819,16175,933.26,578.32,52.21,5.86,2557383.84,2491312.27,66071.57,2487196.05,130178.89,4561.01,5157.74,12365.99,NA,NA,NA,0,0,0,""
2018,"Camamu","BA",19222,2343,15648,1090.59,813,72.8,13,3433889.94,3297362.54,136527.4,3569940.98,192935.95,157372.55,0,157372.55,NA,NA,NA,0,0,0,""
2022,"Camamu","BA",17054,2058,NA,1004.09,544.98,73.74,13.58,4512115.64,4267384.86,244730.78,4710810.64,291555.58,274444.63,15672.04,357986.37,0,0,0,0,0,0,""
2008,"Camamu","BA",16803,1166,13730,871.21,767.92,NA,NA,1098121.18,1094956.64,3164.54,1265463.7,124073.04,0,0,0,NA,NA,NA,NA,NA,NA,""
2013,"Camamu","BA",19645,1622,16518,1011.95,612.78,49.39,12.05,2238812.01,2191570.16,47241.85,2191746.02,94605.65,62917.88,385.66,93666.25,NA,NA,NA,NA,NA,NA,""
2014,"Campo Alegre de Lourdes","BA",8643,8643,8643,418,NA,0,0,0,0,0,0,12000,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2015,"Campo Alegre de Lourdes","BA",8650,8650,8661,420,NA,0,NA,0,0,0,0,96000,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2014,"Campo Formoso","BA",27908,1712,26835,1016.6,700.05,33.38,17.54,3251649.75,3192951.08,58698.67,3273148.64,169078.86,1875883.88,3963.03,2091158.63,NA,NA,NA,NA,NA,NA,""
2019,"Campo Formoso","BA",31335,2718,26576,1238.09,978.12,56.48,22.27,5350754.79,5245872.25,104882.54,5219730.41,693837.31,3631373.29,0,3631373.29,NA,NA,NA,NA,NA,NA,""
2021,"Campo Formoso","BA",36003,4628,26781,1394.19,3741.87,55.42,23.49,6674352.67,6563015.65,111337.02,6580654.96,1182487.64,408851.81,27351.71,517423.06,0,0,0,0,0,0,""
2020,"Campo Formoso","BA",35760,4787,26681,1199.35,2103.76,63.03,26.22,5610973.03,5504520.96,106452.07,5671279.24,736675.68,2962193.52,113690.25,3156735.65,NA,NA,NA,NA,NA,NA,""
2015,"Campo Formoso","BA",31833,2961,26974,1237.21,851.71,39.95,0.26,3650818.3,3605157.38,45660.92,3658321.92,244802,54483.32,61611.54,158461.15,NA,NA,NA,77913.03,0,77913.03,""
2013,"Campo Formoso","BA",27690,1700,26688,1019.62,675.76,32.43,NA,2983182.03,2928273.69,54908.34,2920457.59,134672.31,687427.74,0,753639.74,NA,NA,NA,NA,NA,NA,""
2016,"Campo Formoso","BA",31655,2955,27290,1284.76,993.56,62.53,0.28,4289217.2,4203783.11,85434.09,4286729.48,266492.16,67924.46,52834,155068.05,NA,NA,NA,0,0,0,""
2022,"Campo Formoso","BA",38948,2514,NA,1479.39,2834.61,59.99,14.77,7517664.86,7404393.24,113271.62,7239891.17,1337740.73,545028.91,40835.37,662346.44,0,0,0,0,0,0,""
2018,"Campo Formoso","BA",31551,2859,26466,1235.44,938,61.46,26,4953497.83,4858969.94,94527.89,4918076.19,594653.39,529086.88,9200,538286.88,NA,NA,NA,0,0,0,""
2017,"Campo Formoso","BA",31430,2842,27413,1205.39,914.76,58.73,30.16,4646992.14,4557822.58,89169.56,4552562.25,348912.1,87635.8,0,100630.8,NA,NA,NA,0,0,0,""
2020,"Canápolis","BA",4849,2122,3325,358.52,352.66,90.33,43.22,1523014.36,1097045.12,425969.24,1600272.43,318203.38,42605.88,14471.06,81406.81,NA,NA,NA,NA,NA,NA,""
2022,"Canápolis","BA",5129,2159,NA,382.19,1039.5,100.17,46.89,1926175.42,1393268.12,532907.3,1947978.24,505574.07,877514.96,286576.68,1200490.39,0,0,0,0,0,0,""
2021,"Canápolis","BA",4806,2053,3322,366.75,1091.71,97.91,43.88,1646972.91,1191065.2,455907.71,1702946.3,420162.61,66074.84,139446.32,232036.53,0,0,0,0,0,0,""
2014,"Canápolis","BA",6225,3829,3474,271.66,442.67,76.83,16.73,845582.56,644715.58,200866.98,866989.23,79614.49,66138.03,3846.25,77851.14,NA,NA,NA,NA,NA,NA,""
2018,"Canápolis","BA",7130,3440,3331,307.76,273,102.74,24,1271307.11,883243.47,388063.64,1217392.02,241032.18,0,0,0,NA,NA,NA,0,0,0,""
2017,"Canápolis","BA",6427,3445,3479,296.93,422.11,106.06,26.14,1240260.26,853972.42,386287.84,1181175.97,115568.32,0,262505.96,301431.43,NA,NA,NA,0,0,0,""
2016,"Canápolis","BA",6443,3518,3477,280.89,278.38,110.51,22.2,1106059.86,765987.63,340072.23,1091139.98,95747.35,514580.62,172139.56,827173.77,NA,NA,NA,388850.22,0,388850.22,""
2013,"Canápolis","BA",6261,241,3472,254.63,525.68,10.77,6.18,652586.26,652586.26,0,662454.56,73680.09,5177.98,0,12954.86,NA,NA,NA,NA,NA,NA,""
2015,"Canápolis","BA",6441,3502,3476,263.87,413.15,112.85,0,979727.98,665287.09,314440.89,1006309.88,69581.36,110535.19,193933.71,461026.04,NA,NA,NA,601146.45,0,601146.45,""
2019,"Canápolis","BA",6973,3369,3328,330.07,337.09,93.24,9.39,1513817.24,1072965.46,440851.78,1492705.5,309587.83,0,0,0,NA,NA,NA,NA,NA,NA,""
2017,"Canavieiras","BA",25753,16463,26437,996.9,371.47,572.7,159.72,6059274.16,4076073.5,1983200.66,5862373.81,171736.53,0,853918.82,980541.44,NA,NA,NA,0,0,0,""
2009,"Canavieiras","BA",27732,15893,29294,1319.4,491.72,563.27,141.89,2496215,1874015.16,622199.84,2545737.07,140464.78,NA,NA,NA,0,0,0,0,0,0,""
2013,"Canavieiras","BA",26706,15717,26892,1067.07,397,552.48,153.44,3821961.4,2770120.29,1051841.11,3773057.4,125524.55,5358.69,618.29,64669.85,NA,NA,NA,NA,NA,NA,""
2012,"Canavieiras","BA",26871,15835,25555,1088.35,411.47,536.33,120.19,3469655.1,2541772.26,927882.84,3533979.8,152035.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2010,"Canavieiras","BA",25849,14747,25903,1155.67,448.13,538.77,150.11,2799822,2065768,734054,3109276,142441,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2015,"Canavieiras","BA",26856,16868,26650,1098.51,414.42,609.27,135.03,4726266.32,3314340.79,1411925.53,4580799.41,171453.38,23303.14,26351.96,63180.35,NA,NA,NA,0,0,0,""
2006,"Canavieiras","BA",26660,7827,27608,1241.73,459.74,166,79,1506399.7,1293161.08,213238.61,1670094.08,132629.81,0,0,0,NA,NA,NA,NA,NA,NA,""
2014,"Canavieiras","BA",20731,12653,26767,1055.14,409.14,570.86,143.77,4221788.05,3005638.68,1216149.37,4148338.62,133963.41,58291.06,21841.94,89140.67,NA,NA,NA,NA,NA,NA,""
2016,"Canavieiras","BA",26070,16604,26539,1029.76,416.43,573.46,121.04,5075517.35,3540369.43,1535147.92,4722372.93,156762.76,35464.86,22597.71,73765.69,NA,NA,NA,0,0,0,""
2019,"Canavieiras","BA",25253,16651,24912,1075.46,387.48,527.13,148.72,7036508.92,4679242.63,2357266.29,6841703.04,202047.69,44653.1,121151.62,165804.72,NA,NA,NA,NA,NA,NA,""
2007,"Canavieiras","BA",27289,12740,28267,1263.34,533.94,419.5,98,1937703.64,1522345.19,415358.45,2034768.34,173223.96,0,0,0,NA,NA,NA,NA,NA,NA,""
2008,"Canavieiras","BA",27608,13755,29191,1289.48,564.15,514.28,97.33,2215153.13,1706987.91,508165.22,2350972.52,132216.04,0,0,0,NA,NA,NA,NA,NA,NA,""
2022,"Canavieiras","BA",25195,17588,NA,1053.02,327.99,554.12,143.95,8142639.11,5236539.52,2906099.59,8032157.07,247319.08,424708.83,328692.04,842371.21,0,0,0,0,0,0,""
2018,"Canavieiras","BA",25672,16728,25074,1031.29,379,607.54,146,6542619.4,4351833.49,2190785.91,6502114.21,206723.49,34668.83,497549.49,532218.32,NA,NA,NA,0,0,0,""
2021,"Canavieiras","BA",23813,16580,24610,1040.53,357.61,563.81,104.6,7510225.14,4876827.13,2633398.01,7542298.31,231614.28,277730.04,204555.89,553656.12,0,0,0,0,0,0,""
2020,"Canavieiras","BA",23729,16203,24757,1069.4,386.03,582.43,143.95,7598508.5,4960643.16,2637865.34,7439908.95,215033.24,355650.73,112242.37,586672.96,NA,NA,NA,NA,NA,NA,""
2011,"Canavieiras","BA",26109,15047,25727,1082.81,450.43,517.76,156.94,3111043,2308017,803026,3254288,156692,182000,0,182000,NA,NA,NA,NA,NA,NA,""
2021,"Candeias","BA",79443,41100,80254,0,9021.81,1447.21,992.17,102795236.48,97432590.68,5362645.8,98462510.39,2242327.64,6757310.49,2940913.42,10353447.28,0,0,0,0,0,0,""
2014,"Candeias","BA",80624,29828,80700,8244.37,6225.13,1005,138.07,72130270.52,70441591.25,1688679.27,70804943.13,1501042.82,1498600.38,14907120.42,18266324.03,NA,NA,NA,NA,NA,NA,""
2002,"Candeias","BA",70516,8619,70802,NA,NA,391.1,NA,6727739.44,6560316.13,167423.31,3898796.89,NA,447366,119745,NA,NA,NA,NA,NA,NA,NA,""
2001,"Candeias","BA",63016,7702,70069,9213.59,NA,308,NA,6837169,6722066,115103,3957106.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2005,"Candeias","BA",85539,14406,74115,5593,6453,555.8,362,19632697.2,19308350.58,324346.62,11201016.77,351620.57,0,1e+05,1e+05,NA,NA,NA,NA,NA,NA,""
2015,"Candeias","BA",79905,33015,81155,8237.02,6061.66,1158.71,699.82,72627337.58,70340369.41,2286968.17,72880436.95,2220183.59,3582574.02,8025045.97,14954783.85,NA,NA,NA,0,5636987.68,5636987.68,""
2020,"Candeias","BA",79124,41099,79924,0.01,9559.7,1219.08,1065.39,98820652.27,93758848.95,5061803.32,94706491.77,766637.43,7731266.34,2530381.98,12303927.99,NA,NA,NA,NA,NA,NA,""
2017,"Candeias","BA",79083,34887,81979,0,1223.26,1203.75,955.32,85034504,81628196.2,3406307.8,83443608.71,1673534.48,1718453.28,1032166.36,3158492.91,NA,NA,NA,0,0,0,""
2012,"Candeias","BA",80489,23370,76874,5746.4,7450.93,759.36,79.09,14790144.65,13685638.34,1104506.31,64186648.08,29046940.58,NA,828000,NA,NA,NA,NA,NA,NA,NA,""
2009,"Candeias","BA",73892,17517,74474,5768.99,1637.22,639.92,59.9,30380632.17,29845351.38,535280.79,30870618.69,785985.58,NA,6066000,NA,0,0,0,0,0,0,""
2019,"Candeias","BA",76527,37542,79574,0,1999.27,1219.37,573.62,96751844.42,91831571.39,4920273.03,97118336.28,825571.48,12197021.3,1298929.98,13495951.28,NA,NA,NA,NA,NA,NA,""
1999,"Candeias","BA",87895,3218,63792,NA,NA,121.57,NA,NA,NA,NA,NA,NA,569174.14,1409686.1,NA,NA,NA,NA,NA,NA,NA,""
2003,"Candeias","BA",74556,9028,71579,9296.4,3116,411.8,427.8,8787813.51,8582669.14,205144.37,10776177,NA,0,13629,13629,NA,NA,NA,NA,NA,NA,""
2004,"Candeias","BA",77366,10315,73211,5465.4,1689.76,476.87,151,9567175.85,9305420.42,261755.43,11534841.02,NA,0,913696,913696,NA,NA,NA,NA,NA,NA,""
2016,"Candeias","BA",79902,33254,81580,8032.42,7519.73,1221.01,737.21,79258974.78,76223571.21,3035403.57,77058606.95,2118037.18,4452688.05,5251886.56,12188552.15,NA,NA,NA,0,14891.34,14891.34,""
2007,"Candeias","BA",70444,15750,71665,0,1551.07,630.5,33,17987025.25,17491852.59,495172.66,16882500.04,755445.04,0,0,0,NA,NA,NA,NA,NA,NA,""
2010,"Candeias","BA",73023,18585,75994,5745.28,1567.39,681.33,57.57,37731976,37028040,703936,44480606,817735,NA,7378000,NA,NA,NA,NA,NA,NA,NA,""
1998,"Candeias","BA",60443,3646,63607,5995.89,NA,107.4,NA,NA,6176727.93,864243.84,NA,303878.71,2050977,6934451,NA,NA,NA,NA,NA,NA,NA,""
2006,"Candeias","BA",87847,16508,74990,5745,1545.35,573,67,28146595.7,27736847.49,409748.2,14034265.2,821341.96,0,0,0,NA,NA,NA,NA,NA,NA,""
2008,"Candeias","BA",69487,16200,74115,5559.63,1650.95,633.7,56.97,21805801.84,21330031.82,475770.02,21197039.69,827909.33,0,784000,784000,NA,NA,NA,NA,NA,NA,""
2018,"Candeias","BA",77256,35384,79210,0,2197,1333.45,852,93385927.26,89433774.02,3952153.24,92418913.57,1081079.73,4630865.65,1563999.95,6194865.6,NA,NA,NA,0,0,0,""
2000,"Candeias","BA",64920,4712,69127,9003.92,NA,141.52,NA,NA,3421103,34918,3480939.81,116562.33,111653,15775,NA,NA,NA,NA,NA,NA,NA,""
2022,"Candeias","BA",65694,32107,NA,0,2795.4,1307.34,916.75,119044564.06,113282397.58,5762166.48,115427331.98,2670316.63,6706277.49,354991.77,7388365.03,0,0,0,0,0,0,""
2011,"Candeias","BA",75704,19387,76442,5543.04,1827.43,732.4,92.72,48712493,47797209,915284,54333834,957486,0,2748000,2748000,NA,NA,NA,NA,NA,NA,""
2013,"Candeias","BA",79943,24538,81716,8882.13,6251.63,857.29,234.5,64349514.65,16164206.83,1473211.73,64163102.17,1555359.32,2932189.37,24495957.25,28888744.87,NA,NA,NA,NA,NA,NA,""
2021,"Cansanção","BA",24788,20000,11698,2289.67,3650.4,0,NA,5011756.18,5011756.18,0,5084282.5,1913523.56,583634.45,1884.1,621813.48,0,0,0,0,0,0,"Administração pública direta"
2022,"Cansanção","BA",25323,20000,NA,2275.28,4055.56,0,NA,5561600.37,5561600.37,0,5744432.88,2952510.3,629106.59,11828.09,672195.76,0,0,0,0,0,0,"Administração pública direta"
2019,"Cansanção","BA",26694,18000,11666,1569.98,1366.16,0,NA,4436969.01,4436969.01,0,4514489.18,1652185.63,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2020,"Cansanção","BA",25324,18000,11682,2233.73,456.82,0,NA,4778619.04,4778619.04,0,4527525.91,1891096.13,293803.88,0,359590.26,0,0,0,NA,0,NA,"Administração pública direta"
2020,"Canudos","BA",9262,6450,9262,568.69,518,0,NA,2125801.88,2125801.88,0,2072653.95,170605.32,63474.44,0,89952.52,0,0,0,0,0,0,"Administração pública direta"
2021,"Canudos","BA",9306,6500,9306,528.04,542.4,0,NA,2168327.02,2168327.02,0,2318462.87,262947.93,46037.58,0,46294.4,0,0,0,0,0,0,"Administração pública direta"
2018,"Canudos","BA",11038,6084,9262,558.15,533,0,NA,1969377.11,1969377.11,0,1980905.27,157669.99,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2016,"Canudos","BA",10805,5714,9522,573.22,482.31,0,0,1573500.31,1573500.31,0,1651418.04,125836.94,59124.74,32953.43,116165.54,0,0,0,0,0,0,"Administração pública direta"
2022,"Canudos","BA",8904,6500,NA,586.95,576.79,0,0,2177766.95,2177766.95,0,2238969.98,290033.13,1713886.91,5204.89,1737510.09,0,0,0,0,0,0,"Administração pública direta"
2019,"Canudos","BA",10898,6084,9216,547,516.63,0,NA,2013409.3,2013409.3,0,1970980.68,166633.28,218650.07,0,218650.07,0,0,0,0,0,0,"Administração pública direta"
2017,"Canudos","BA",10931,5714,9574,546.76,514.04,0,0,1793037.42,1793037.42,0,1771667.32,142199.9,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2010,"Capela do Alto Alegre","BA",8412,2052,5595,417.9,790.11,0,0,789512,789512,0,1066628,65763,0,0,0,NA,NA,NA,0,0,0,"Administração pública direta"
2018,"Capela do Alto Alegre","BA",9175,5660,5660,406.14,690,0,NA,1853934.92,1853934.92,0,1779299.58,181343.97,0,0,0,5000,4000,12000,0,0,0,"Administração pública direta"
2009,"Capela do Alto Alegre","BA",8216,2052,6147,417.48,879.19,0,0,663838.52,663838.52,0,755469.04,71134.12,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2019,"Capela do Alto Alegre","BA",9057,2500,5648,406.96,209.6,0,6.5,2005651.93,2005651.93,0,1850043.9,146399.12,0,0,0,5000,4240,11460,NA,NA,NA,"Administração pública direta"
2021,"Capim Grosso","BA",30096,1255,25429,1541.84,1860.78,44.47,0,7623371.95,7512840.26,110531.69,7513219.38,965192.34,3497588.75,967110.19,4603657.35,0,0,0,0,0,0,""
2013,"Capim Grosso","BA",28853,2214,23626,1206.93,4143.99,44.79,NA,3668919.49,3575643.73,93275.76,3776533.3,886577.88,17593.05,0,69320.43,NA,NA,NA,NA,NA,NA,""
2016,"Capim Grosso","BA",31181,2097,25532,1472.14,3659.79,70.07,0.26,5385674,5265965.66,119708.34,5478531.18,1196805.43,35863.18,23435.41,75436.86,NA,NA,NA,0,0,0,""
2020,"Capim Grosso","BA",29960,1337,25271,1390.35,3501.17,43.63,0,7262397.18,7148519.75,113877.43,7058283.32,664425.24,2215066.21,70283.84,2385852.98,NA,NA,NA,NA,NA,NA,""
2012,"Capim Grosso","BA",27067,2358,22163,1149.27,1333.61,69.25,NA,3187301.33,3091455.85,95845.48,3092239.51,339954.75,11771000,NA,NA,NA,NA,NA,NA,NA,NA,""
2017,"Capim Grosso","BA",31392,2061,25705,1362.81,3189.07,65.3,0,6200823.82,6070326.87,130496.95,6370839.49,450006.04,288884.51,541823.59,960043.74,NA,NA,NA,0,0,0,""
2009,"Capim Grosso","BA",29445,2564,20888,1195.72,445.22,71.85,NA,1947784.52,1891629.22,56155.3,1905953.42,170851.91,3725000,NA,NA,0,0,0,0,0,0,""
2019,"Capim Grosso","BA",30662,1434,25107,1364.33,5159.82,41.77,0,6890725.79,6783527.54,107198.25,6789930.77,535361.33,997365.53,0,997365.53,NA,NA,NA,NA,NA,NA,""
2014,"Capim Grosso","BA",29107,2176,23834,1253.76,3900.94,65.94,0,4091256.76,3991787.03,99469.73,4392312.26,957953.01,328748.33,0,365702.6,NA,NA,NA,NA,NA,NA,""
2018,"Capim Grosso","BA",30451,1439,24934,1337.1,4079,48.04,0,6335775.86,6228422.78,107353.08,6293967.72,384591.63,1828385.37,120285.89,1975854.88,NA,NA,NA,0,0,0,""
2022,"Capim Grosso","BA",32022,1334,NA,1588.23,1954.55,48.22,0,8283216.31,8149802.71,133413.6,8055666.24,663927.19,2221442.34,10017068.01,12781453.53,0,0,0,0,0,0,""
2010,"Capim Grosso","BA",26577,2332,21762,1225.83,643.92,66.17,NA,2264941,2196213,68728,2285850,171256,20459000,NA,NA,NA,NA,NA,NA,NA,NA,""
2015,"Capim Grosso","BA",29346,2141,24029,1331.76,4278.21,68.35,0.52,4619036.72,4513971.91,105064.81,4834038.65,1291881.24,24166.99,45121.13,109098.56,NA,NA,NA,169187.39,0,169187.39,""
2011,"Capim Grosso","BA",26826,2343,21966,1129.79,437.79,64.78,0,2686006,2612208,73798,2623284,168112,14684000,0,14684000,NA,NA,NA,NA,NA,NA,""
2015,"Caraíbas","BA",3431,1231,2462,151.96,171.83,62.11,NA,480071.25,480071.25,0,385576.63,40928.83,965.67,1092.01,2618.16,0,0,0,0,0,0,"Administração pública direta"
2022,"Caravelas","BA",14104,5644,NA,666.09,337.97,197.86,87.2,4614810.78,3512142.72,1102668.06,4949729.95,255796.24,223644.38,92057.8,340204.31,0,0,0,0,0,0,""
2019,"Caravelas","BA",15869,5711,11627,678.23,316.52,169.32,94.57,3982310.41,3157225.24,825085.17,3821843.48,159866.67,49995,0,49995,NA,NA,NA,NA,NA,NA,""
2020,"Caravelas","BA",14965,5510,11668,712.99,321.99,187.79,69.82,4377183.12,3447005.37,930177.75,4052497.71,166315.26,129187.05,135764.95,322640.63,NA,NA,NA,NA,NA,NA,""
2016,"Caravelas","BA",16560,2498,11960,594.71,491.21,27.83,0,2811244.25,2701856.97,109387.28,2650920.92,159309.18,2678958.24,4224818.32,8702300.17,NA,NA,NA,0,0,0,""
2021,"Caravelas","BA",14983,6266,11706,677.38,283.17,188.86,58.93,4214185.22,3289748.58,924436.64,4212385.25,207290.51,97600.18,781165.68,909065.11,0,0,0,0,0,0,""
2018,"Caravelas","BA",16121,5193,11585,666.1,292,175.24,39,3771922.03,3058873.31,713048.72,3574640.14,139326.33,106148.34,0,106148.34,NA,NA,NA,0,0,0,""
2017,"Caravelas","BA",16378,4641,12009,609.28,284.87,139.18,10.4,3370883.77,2828506.89,542376.88,3209134.77,148825.39,0,0,0,NA,NA,NA,0,0,0,""
2018,"Carinhanha","BA",19102,10270,12844,1929,582,771.6,NA,2806915,2311224,495691,2806915.25,394498,91187,0,91187,0,0,0,0,0,0,"Autarquia"
2019,"Carinhanha","BA",19126,10294,12868,1929,583,771.6,NA,3494222,2896366,597856,3494222,602809,135756,0,135756,0,0,0,0,0,0,"Autarquia"
2015,"Carinhanha","BA",22975,5625,13283,1955,1717,163,30.65,2022040,1762325,259715,2022040,171656,45116,0,45116,0,0,0,0,0,0,"Autarquia"
2014,"Carinhanha","BA",18380,4500,13243,1865,363.1,153.22,37.71,1569090.52,1552898,16192.52,1569090.52,127543,38985,0,38985,0,0,0,0,0,0,"Autarquia"
2020,"Carinhanha","BA",26626,10310,12891,3023.53,816.16,771.6,18.2,3801805.13,3114560.69,687244.44,3938671.27,521921.69,57000,31962.39,144122.39,0,0,0,0,0,0,"Autarquia"
2017,"Carinhanha","BA",18500,9627,13356,2050,483,408,42,2331300,1918500,412800,2331300,305018,61509,0,61509,0,0,0,0,0,0,"Autarquia"
2022,"Carinhanha","BA",28869,12802,NA,3023.59,NA,772.2,NA,4542902.61,3744592.27,798310.34,4939133.05,955439.87,0,8955.58,8955.58,0,0,0,0,0,0,"Autarquia"
2016,"Carinhanha","BA",30041,14852,13322,2035,363,386,54,2263570,1883525,380045,2263570,218449,96674,0,96674,0,0,0,0,0,0,"Autarquia"
2021,"Carinhanha","BA",29118,12912,12912,3023.55,NA,772.1,NA,4157986.72,3417280.68,740706.04,4507082.53,762178.83,68850,40298.28,209082.28,0,0,0,0,0,0,"Autarquia"
2009,"Casa Nova","BA",52285,26405,34754,3431,799,695,897,2050517,1608052,442465,2110482,394304,26320,0,26320,NA,NA,NA,NA,NA,NA,"Autarquia"
2006,"Casa Nova","BA",47350,19075,30470,3566,768,431.3,836,1288242.61,1020829.43,267413.18,1610292.16,500005.64,79614.81,34522.09,132553.06,NA,NA,NA,NA,NA,NA,"Autarquia"
2008,"Casa Nova","BA",50740,26050,34248,3610,809.2,538.98,895.3,2037114.74,1588198.72,448916.02,2105758.1,389504.16,20050,0,20050,NA,NA,NA,NA,NA,NA,"Autarquia"
2015,"Casa Nova","BA",55000,23000,41724,4283.54,174.65,910,76.12,3117066.38,2634584.38,482482,3208549.64,77456.75,90000,0,90000,0,0,0,0,0,0,"Autarquia"
2014,"Casa Nova","BA",54067,21157,41338,4283.54,172.92,910,75.85,2871400.43,2264623.36,606777.07,3113840.57,61341.39,84540,0,84540,0,0,0,0,0,0,"Autarquia"
2013,"Casa Nova","BA",53067,21157,40928,4283.54,172.92,910,75.85,3109970.9,2428753.15,681217.75,3422121.03,237537.65,78340,0,78340,0,0,0,0,0,0,"Autarquia"
2012,"Casa Nova","BA",48540,20677,38347,4143.48,897.32,905.45,53.09,2453799.97,1940362.54,513437.43,2750147.73,315032,50280,58170,128750,0,0,0,0,0,0,"Autarquia"
2016,"Casa Nova","BA",59000,27000,42086,6043,195.6,1280,86.45,3989001.35,2893646.66,812354.69,4054115,95874.62,120000,10000,160000,70000,90000,420000,84000,60000,217000,"Autarquia"
2007,"Casa Nova","BA",48705,23640,32745,3566,801.18,880.65,881.56,1760892.01,1372721.51,388170.5,1924174.38,269473.32,35200,40575.41,99625.41,NA,NA,NA,NA,NA,NA,"Autarquia"
2018,"Casa Nova","BA",59453,27000,41258,7501,210.2,1396,88.53,3825731.19,2910350.23,820342.58,3753229.74,102888.53,0,0,22244.13,0,0,0,0,0,0,"Autarquia"
2020,"Casa Nova","BA",72545,31000,41940,8300,300,0,95,4013326.39,3234606.67,736997.24,4235859.67,121088.88,0,0,0,0,0,0,0,0,0,"Autarquia"
2021,"Casa Nova","BA",73092,32500,42256,8300,301,0,95,4598879.88,3761478.78,795046.1,4704255.34,141564.3,0,0,0,0,0,0,0,0,0,"Autarquia"
2017,"Casa Nova","BA",59453,27000,42423,7032,198.8,1381,88.53,3916343.46,2904421.81,810932.33,3557106,136702.22,120000,10000,160000,0,0,0,0,0,0,"Autarquia"
2022,"Casa Nova","BA",65200,32500,NA,11847,356,0,97,4755152.66,3814620.52,812234.16,4857371.42,77068.56,0,0,0,0,0,0,0,0,0,"Autarquia"
2019,"Casa Nova","BA",71969,30000,41607,8300,250,0,95,3437920.02,2689235.9,690393.03,4268978.85,103000,0,0,0,0,0,0,NA,NA,NA,"Autarquia"
2014,"Castro Alves","BA",22678,667,16789,1074.33,2022.87,19,0,2600655.61,2578886.02,21769.59,2728109.49,263307,960253.59,0,1068194.74,NA,NA,NA,NA,NA,NA,""
2013,"Castro Alves","BA",22013,688,16729,1047.26,1771.91,19.29,NA,2385051.92,2363461.05,21590.87,2500294.22,233479.42,1800082.52,0,1884991.09,NA,NA,NA,NA,NA,NA,""
2007,"Castro Alves","BA",15038,693,14024,806.94,197.68,21.04,NA,1104053.85,1091581.12,12472.73,1134546.65,191344.78,0,0,0,NA,NA,NA,NA,NA,NA,""
2009,"Castro Alves","BA",18207,696,14334,847.16,214.34,20.89,NA,1382814.86,1368199.4,14615.46,1505824.48,191802.02,NA,NA,NA,0,0,0,0,0,0,""
2016,"Castro Alves","BA",23813,634,16768,1052.88,1434.76,16.84,0.2,3041831.75,3017711.65,24120.1,3123352.9,335256.03,459874.53,269145.27,922059.43,NA,NA,NA,143268.72,0,143268.72,""
2019,"Castro Alves","BA",25045,663,16214,1083.48,216.42,18.24,0,4084839.58,4048519.92,36319.66,4146378.12,570103.35,18460.34,0,18460.34,NA,NA,NA,NA,NA,NA,""
2006,"Castro Alves","BA",15534,625,14135,777.7,1480.04,19,NA,1049616.61,1038668.96,10947.64,1092503.21,165118.41,0,0,0,NA,NA,NA,NA,NA,NA,""
2017,"Castro Alves","BA",24026,624,16816,1071.64,2136.55,16.8,0,3653313.15,3623833.74,29479.41,3627670.99,180754.87,18990.7,0,21806.72,NA,NA,NA,0,0,0,""
